,Unnamed: 0,date,zipcode,pickups,dropoffs,pickup_passengers,dropoff_passengers,FELONIES,MISDEMEANORS,VIOLATIONS,price,date_enc
7564,6108,06/2013,11210,270,3362,397,5732,114.0,172.0,35.0,326.0,33
7565,6109,06/2013,11211,129519,143134,229106,250918,158.0,203.0,30.0,682.0,33
7566,6110,06/2013,11212,180,2078,244,3534,220.0,379.0,98.0,248.0,33
7567,6111,06/2013,11213,931,8265,1451,14124,158.0,236.0,43.0,331.0,33
7568,6112,06/2013,11214,160,2338,278,4106,74.0,140.0,42.0,397.0,33
7569,6113,06/2013,11215,17296,52565,30190,90594,61.0,106.0,35.0,726.0,33
7570,6114,06/2013,11216,5062,27908,8668,47840,157.0,255.0,73.0,465.0,33
7571,6115,06/2013,11217,54406,72242,92330,124530,115.0,239.0,37.0,720.0,33
7573,6117,06/2013,11219,200,3457,300,5896,71.0,99.0,23.0,380.0,33
7575,6119,06/2013,11221,3647,22415,6274,38939,204.0,324.0,100.0,285.0,33
7576,6120,06/2013,11222,22473,55077,38177,93506,55.0,71.0,12.0,705.0,33
7577,6121,06/2013,11223,252,3040,356,5326,84.0,145.0,24.0,429.0,33
7578,6122,06/2013,11224,72,861,134,1633,90.0,170.0,31.0,352.0,33
7579,6123,06/2013,11225,2785,15949,4643,27578,132.0,236.0,64.0,376.0,33
7580,6124,06/2013,11226,962,9785,1506,17074,176.0,300.0,63.0,352.0,33
7581,6125,06/2013,11228,200,4014,326,6790,38.0,63.0,25.0,423.0,33
7584,6128,06/2013,11231,25978,33481,45400,57123,56.0,75.0,13.0,719.0,33
7585,6129,06/2013,11232,1222,6594,1990,11488,45.0,64.0,16.0,470.0,33
7586,6130,06/2013,11233,284,3528,462,6094,192.0,297.0,85.0,313.0,33
7587,6131,06/2013,11234,133,2238,212,3893,105.0,155.0,25.0,324.0,33
7588,6132,06/2013,11235,251,3119,374,5523,76.0,127.0,21.0,422.0,33
7590,6134,06/2013,11237,3639,22733,6359,39523,170.0,262.0,50.0,436.0,33
7591,6135,06/2013,11238,11109,42830,19160,74007,80.0,118.0,24.0,604.0,33
7593,6137,06/2013,11354,567,3131,868,5561,41.0,64.0,11.0,407.0,33
7594,6138,06/2013,11355,558,3898,933,6700,78.0,151.0,29.0,405.0,33
7595,6139,06/2013,11356,86,1386,124,2444,21.0,38.0,13.0,338.0,33
7596,6140,06/2013,11357,80,1483,117,2608,21.0,26.0,8.0,409.0,33
7597,6141,06/2013,11358,70,1349,94,2367,21.0,56.0,13.0,378.0,33
7599,6143,06/2013,11361,50,1240,67,2136,29.0,28.0,11.0,409.0,33
7600,6144,06/2013,11362,37,642,47,1129,15.0,13.0,2.0,414.0,33
7601,6145,06/2013,11363,57,905,81,1580,10.0,16.0,3.0,441.0,33
7602,6146,06/2013,11364,36,1139,47,1942,16.0,25.0,7.0,415.0,33
7603,6147,06/2013,11365,50,1807,83,3082,17.0,17.0,8.0,390.0,33
7604,6148,06/2013,11366,93,1592,162,2801,30.0,27.0,9.0,403.0,33
7605,6149,06/2013,11367,407,3631,657,6179,39.0,69.0,23.0,354.0,33
7606,6150,06/2013,11368,1545,7701,2650,13733,123.0,195.0,35.0,369.0,33
7607,6151,06/2013,11369,83,1010,138,1773,14.0,21.0,4.0,279.0,33
7609,6153,06/2013,11372,8407,28335,14204,49499,153.0,264.0,61.0,353.0,33
7611,6155,06/2013,11374,2657,11603,4537,20178,39.0,150.0,26.0,377.0,33
7612,6156,06/2013,11375,4406,14898,7040,25322,41.0,72.0,19.0,442.0,33
7613,6157,06/2013,11377,9172,17961,16468,31365,45.0,47.0,23.0,356.0,33
7614,6158,06/2013,11378,1023,6664,1649,11725,32.0,68.0,24.0,330.0,33
7615,6159,06/2013,11379,233,3562,369,6256,32.0,44.0,11.0,351.0,33
7616,6160,06/2013,11385,157,2983,261,5193,47.0,77.0,29.0,307.0,33
7617,6161,06/2013,11411,87,1161,163,2097,34.0,37.0,16.0,272.0,33
7618,6162,06/2013,11412,18,754,46,1270,59.0,64.0,27.0,238.0,33
7619,6163,06/2013,11413,91,1147,138,1978,74.0,85.0,20.0,254.0,33
7620,6164,06/2013,11414,81,919,144,1610,19.0,23.0,5.0,272.0,33
7621,6165,06/2013,11415,1781,6666,2918,11598,31.0,43.0,13.0,332.0,33
7622,6166,06/2013,11416,117,1099,171,1901,61.0,74.0,21.0,260.0,33
7623,6167,06/2013,11417,196,1616,332,2883,42.0,43.0,9.0,281.0,33
7624,6168,06/2013,11418,176,2043,253,3589,40.0,44.0,17.0,275.0,33
7625,6169,06/2013,11419,190,1499,319,2612,86.0,113.0,33.0,264.0,33
7626,6170,06/2013,11420,56,993,92,1698,44.0,57.0,17.0,281.0,33
7627,6171,06/2013,11421,289,2281,456,4050,55.0,78.0,32.0,260.0,33
7628,6172,06/2013,11422,185,1771,245,2902,38.0,33.0,14.0,266.0,33
7629,6173,06/2013,11423,58,1403,95,2383,45.0,71.0,19.0,281.0,33
7630,6174,06/2013,11426,137,644,191,1100,20.0,24.0,9.0,328.0,33
7631,6175,06/2013,11427,58,702,91,1294,16.0,24.0,8.0,321.0,33
7632,6176,06/2013,11428,40,448,54,737,8.0,24.0,10.0,285.0,33
7633,6177,06/2013,11429,34,518,59,888,32.0,41.0,13.0,251.0,33
7635,6179,06/2013,11432,331,2941,523,5119,75.0,97.0,34.0,342.0,33
7636,6180,06/2013,11433,41,953,74,1626,92.0,142.0,43.0,253.0,33
7637,6181,06/2013,11434,145180,53439,258957,93671,87.0,127.0,15.0,258.0,33
7638,6182,06/2013,11435,1968,3788,3419,6423,102.0,154.0,31.0,273.0,33
7639,6183,06/2013,11436,3961,4940,7111,8629,87.0,81.0,18.0,268.0,33
7640,6184,06/2013,11691,8465,8895,17730,18528,99.0,139.0,29.0,242.0,33
7641,6185,06/2013,11692,37,333,52,613,70.0,89.0,25.0,221.0,33
7642,6186,06/2013,11694,75,408,87,685,24.0,36.0,7.0,327.0,33
7644,7098,07/2013,10001,639385,644974,1097488,1115524,122.0,247.0,17.0,1351.0,39
7645,7099,07/2013,10002,189257,177758,333424,315126,102.0,207.0,36.0,1030.0,39
7647,7101,07/2013,10004,92878,108756,168013,195840,6.0,28.0,1.0,1165.0,39
7648,7102,07/2013,10005,55798,61656,98300,105717,15.0,72.0,4.0,1031.0,39
7649,7103,07/2013,10006,51355,46840,94021,85102,4.0,8.0,0.0,1048.0,39
7650,7104,07/2013,10007,61145,61032,106714,107241,8.0,22.0,3.0,1433.0,39
7651,7105,07/2013,10009,292190,275411,504247,473814,102.0,230.0,50.0,1044.0,39
7656,7110,07/2013,10014,561388,489088,976665,852638,143.0,181.0,19.0,1476.0,39
7659,7113,07/2013,10018,374400,354361,649850,624439,80.0,144.0,12.0,1411.0,39
7664,7118,07/2013,10023,393219,373404,671131,639390,54.0,109.0,17.0,1257.0,39
7665,7119,07/2013,10024,350503,365423,602790,631338,60.0,114.0,35.0,1185.0,39
7666,7120,07/2013,10025,254195,260966,434757,447307,99.0,194.0,47.0,1027.0,39
7667,7121,07/2013,10026,44763,66687,78767,114649,103.0,186.0,46.0,694.0,39
7670,7124,07/2013,10029,119151,142962,199834,241579,112.0,309.0,49.0,765.0,39
7671,7125,07/2013,10030,3994,17958,6887,31146,74.0,146.0,40.0,543.0,39
7672,7126,07/2013,10031,15351,31867,26115,54344,74.0,217.0,54.0,542.0,39
7673,7127,07/2013,10032,9748,27131,16341,45926,79.0,157.0,25.0,478.0,39
7674,7128,07/2013,10033,4493,28076,7733,48166,93.0,151.0,29.0,445.0,39
7675,7129,07/2013,10034,918,11542,1572,19617,50.0,111.0,24.0,469.0,39
7676,7130,07/2013,10035,46610,84388,78983,143104,161.0,424.0,68.0,643.0,39
7679,7133,07/2013,10038,102145,108786,180253,188045,24.0,63.0,11.0,1020.0,39
7680,7134,07/2013,10039,1370,11188,2333,19840,50.0,136.0,26.0,546.0,39
7683,7137,07/2013,10065,509454,439100,862172,746344,78.0,85.0,6.0,1297.0,39
7684,7138,07/2013,10069,279315,248843,476248,427993,41.0,93.0,20.0,1377.0,39
7685,7139,07/2013,10075,220944,204839,383248,352460,31.0,30.0,1.0,1197.0,39
7687,7141,07/2013,10128,287109,284986,481302,483944,76.0,71.0,12.0,942.0,39
7688,7142,07/2013,10280,22133,24896,36310,40816,8.0,2.0,0.0,953.0,39
7691,7145,07/2013,10301,77,506,125,917,99.0,181.0,66.0,256.0,39
7692,7146,07/2013,10302,62,238,95,377,43.0,109.0,30.0,222.0,39
7693,7147,07/2013,10303,1348,21603,1933,38579,42.0,106.0,31.0,194.0,39
7694,7148,07/2013,10304,26,334,45,625,48.0,124.0,27.0,240.0,39
7695,7149,07/2013,10305,31,532,55,960,29.0,98.0,32.0,243.0,39
7696,7150,07/2013,10306,11,225,19,408,33.0,97.0,32.0,273.0,39
7697,7151,07/2013,10307,498,771,750,1214,7.0,21.0,7.0,265.0,39
7698,7152,07/2013,10308,41,146,79,277,21.0,91.0,17.0,272.0,39
7699,7153,07/2013,10309,26,121,45,205,20.0,54.0,12.0,233.0,39
7700,7154,07/2013,10310,64,354,101,622,35.0,90.0,35.0,246.0,39
7701,7155,07/2013,10312,29,179,51,339,25.0,75.0,13.0,245.0,39
7702,7156,07/2013,10314,15,342,33,621,38.0,102.0,36.0,242.0,39
7708,7162,07/2013,10456,150,1836,258,3183,111.0,302.0,63.0,217.0,39
7709,7163,07/2013,10457,152,2108,259,3604,130.0,311.0,70.0,191.0,39
7711,7165,07/2013,10459,125,1474,183,2654,141.0,270.0,64.0,198.0,39
7714,7168,07/2013,10462,301,3380,465,5908,120.0,236.0,46.0,141.0,39
7720,7174,07/2013,10470,380,3342,530,5586,51.0,108.0,15.0,207.0,39
7727,7181,07/2013,11004,48,417,78,707,14.0,11.0,2.0,412.0,39
7731,7185,07/2013,11101,22438,24601,37063,41084,23.0,60.0,9.0,484.0,39
7732,7186,07/2013,11102,20930,36685,35194,62771,44.0,106.0,26.0,438.0,39
7733,7187,07/2013,11103,15601,36886,26935,63254,78.0,124.0,29.0,415.0,39
7734,7188,07/2013,11104,24863,33684,43012,57708,68.0,96.0,30.0,402.0,39
7735,7189,07/2013,11105,5548,21248,9207,36124,36.0,48.0,9.0,392.0,39
7738,7192,07/2013,11201,82820,98220,143955,169184,115.0,203.0,59.0,810.0,39
7739,7193,07/2013,11203,96,2523,141,4401,123.0,169.0,38.0,240.0,39
7740,7194,07/2013,11204,435,2361,507,3920,70.0,84.0,25.0,395.0,39
7741,7195,07/2013,11205,10348,40424,17981,69437,98.0,156.0,31.0,459.0,39
7742,7196,07/2013,11206,10195,35872,17846,62272,199.0,326.0,68.0,318.0,39
7743,7197,07/2013,11207,197,2408,334,4216,287.0,395.0,92.0,243.0,39
7744,7198,07/2013,11208,220,2220,311,3915,252.0,350.0,75.0,228.0,39
7746,7200,07/2013,11210,312,3190,481,5493,114.0,157.0,32.0,331.0,39
7747,7201,07/2013,11211,117826,133471,207296,232607,154.0,222.0,32.0,691.0,39
7748,7202,07/2013,11212,144,2068,235,3656,244.0,361.0,92.0,247.0,39
7749,7203,07/2013,11213,990,7586,1500,12940,145.0,267.0,77.0,334.0,39
7750,7204,07/2013,11214,208,2202,379,3791,76.0,112.0,27.0,401.0,39
7751,7205,07/2013,11215,14485,48161,25492,83629,62.0,115.0,30.0,741.0,39
7752,7206,07/2013,11216,4872,26427,8166,45697,190.0,289.0,73.0,483.0,39
7753,7207,07/2013,11217,47993,65575,81280,113727,154.0,264.0,37.0,733.0,39
7755,7209,07/2013,11219,183,3131,311,5371,66.0,109.0,28.0,379.0,39
7757,7211,07/2013,11221,3575,21146,6198,36790,204.0,378.0,87.0,294.0,39
7758,7212,07/2013,11222,20500,51179,35092,86998,82.0,88.0,6.0,714.0,39
7759,7213,07/2013,11223,219,2717,335,4764,71.0,142.0,29.0,431.0,39
7760,7214,07/2013,11224,125,941,182,1714,115.0,158.0,38.0,351.0,39
7761,7215,07/2013,11225,2564,14653,4265,25395,128.0,225.0,43.0,384.0,39
7762,7216,07/2013,11226,878,9037,1461,15625,195.0,306.0,65.0,358.0,39
7763,7217,07/2013,11228,139,3626,230,6222,42.0,70.0,27.0,426.0,39
7766,7220,07/2013,11231,23280,30379,41298,52537,72.0,108.0,20.0,727.0,39
7767,7221,07/2013,11232,1222,6188,2146,11027,53.0,76.0,12.0,477.0,39
7768,7222,07/2013,11233,327,3638,517,6414,226.0,339.0,94.0,319.0,39
7769,7223,07/2013,11234,149,2418,221,4045,115.0,181.0,29.0,326.0,39
7770,7224,07/2013,11235,167,2868,284,5055,98.0,124.0,24.0,424.0,39
7772,7226,07/2013,11237,3459,21072,6069,36853,186.0,271.0,62.0,447.0,39
7773,7227,07/2013,11238,9406,39370,16043,67756,82.0,118.0,26.0,609.0,39
7775,7229,07/2013,11354,608,3077,942,5456,32.0,58.0,14.0,406.0,39
7776,7230,07/2013,11355,614,3622,1059,6385,81.0,134.0,38.0,402.0,39
7777,7231,07/2013,11356,98,1334,153,2362,34.0,43.0,12.0,341.0,39
7778,7232,07/2013,11357,41,1545,71,2821,30.0,18.0,6.0,411.0,39
7779,7233,07/2013,11358,50,1318,81,2338,28.0,39.0,11.0,380.0,39
7781,7235,07/2013,11361,61,1194,96,2154,29.0,23.0,4.0,411.0,39
7782,7236,07/2013,11362,46,740,62,1238,14.0,14.0,3.0,416.0,39
7783,7237,07/2013,11363,40,815,62,1383,9.0,6.0,1.0,442.0,39
7784,7238,07/2013,11364,46,1123,71,1955,28.0,23.0,7.0,418.0,39
7785,7239,07/2013,11365,66,2091,112,3662,19.0,30.0,4.0,392.0,39
7786,7240,07/2013,11366,99,1646,179,2877,22.0,28.0,6.0,404.0,39
7787,7241,07/2013,11367,428,3439,738,5886,28.0,98.0,16.0,355.0,39
7788,7242,07/2013,11368,1877,8251,3150,14837,111.0,214.0,39.0,371.0,39
7789,7243,07/2013,11369,70,961,125,1640,17.0,28.0,6.0,282.0,39
7791,7245,07/2013,11372,7792,26277,13374,46154,179.0,306.0,65.0,354.0,39
7793,7247,07/2013,11374,2427,10484,3864,17973,56.0,138.0,20.0,378.0,39
7794,7248,07/2013,11375,4232,13296,6854,22892,43.0,75.0,15.0,445.0,39
7795,7249,07/2013,11377,9218,17161,16008,29597,57.0,73.0,29.0,357.0,39
7796,7250,07/2013,11378,942,6180,1488,10625,42.0,83.0,13.0,333.0,39
7797,7251,07/2013,11379,246,3364,396,5892,23.0,66.0,13.0,353.0,39
7798,7252,07/2013,11385,132,2935,223,5128,47.0,83.0,17.0,308.0,39
7799,7253,07/2013,11411,72,1007,100,1620,36.0,47.0,12.0,273.0,39
7800,7254,07/2013,11412,43,826,80,1422,75.0,83.0,29.0,240.0,39
7801,7255,07/2013,11413,109,1238,158,2193,64.0,77.0,24.0,254.0,39
7802,7256,07/2013,11414,88,969,144,1739,29.0,28.0,13.0,271.0,39
7803,7257,07/2013,11415,1884,6207,3184,10744,42.0,58.0,28.0,333.0,39
7804,7258,07/2013,11416,81,1048,131,1892,51.0,63.0,18.0,261.0,39
7805,7259,07/2013,11417,220,1629,381,2918,33.0,59.0,20.0,283.0,39
7806,7260,07/2013,11418,163,1892,254,3215,63.0,79.0,26.0,277.0,39
7807,7261,07/2013,11419,182,1564,305,2739,78.0,128.0,36.0,266.0,39
7808,7262,07/2013,11420,124,1076,160,1802,37.0,48.0,21.0,285.0,39
7809,7263,07/2013,11421,230,2232,392,3870,70.0,85.0,24.0,263.0,39
7810,7264,07/2013,11422,154,1903,231,3256,46.0,60.0,8.0,266.0,39
7811,7265,07/2013,11423,88,1399,166,2504,44.0,63.0,27.0,283.0,39
7812,7266,07/2013,11426,158,673,214,1183,13.0,21.0,7.0,331.0,39
7813,7267,07/2013,11427,98,767,118,1321,17.0,24.0,17.0,324.0,39
7814,7268,07/2013,11428,44,439,52,785,14.0,19.0,9.0,289.0,39
7815,7269,07/2013,11429,32,530,41,944,40.0,68.0,21.0,251.0,39
7817,7271,07/2013,11432,330,2921,565,4944,71.0,111.0,25.0,344.0,39
7818,7272,07/2013,11433,72,926,91,1545,130.0,174.0,51.0,254.0,39
7819,7273,07/2013,11434,143245,49229,258172,87161,91.0,120.0,25.0,259.0,39
7820,7274,07/2013,11435,1985,3691,3619,6128,103.0,147.0,44.0,275.0,39
7821,7275,07/2013,11436,3467,4317,6359,7706,76.0,78.0,18.0,270.0,39
7822,7276,07/2013,11691,483,901,789,1521,125.0,183.0,31.0,244.0,39
7823,7277,07/2013,11692,59,405,108,714,60.0,113.0,31.0,223.0,39
7824,7278,07/2013,11694,42,407,79,709,20.0,43.0,14.0,322.0,39
7826,8190,08/2013,10001,509857,509350,859796,864569,108.0,297.0,15.0,1370.0,45
7827,8191,08/2013,10002,154519,142495,268162,248248,106.0,204.0,42.0,1042.0,45
7829,8193,08/2013,10004,71383,85155,127364,151558,17.0,36.0,7.0,1177.0,45
7830,8194,08/2013,10005,42280,48657,73576,82476,22.0,72.0,4.0,1033.0,45
7831,8195,08/2013,10006,40183,36125,72679,65478,4.0,1.0,0.0,1052.0,45
7832,8196,08/2013,10007,48535,48192,83118,83250,14.0,29.0,3.0,1455.0,45
7833,8197,08/2013,10009,233128,217854,394186,368022,134.0,242.0,42.0,1054.0,45
7838,8202,08/2013,10014,450707,386597,774108,664417,98.0,169.0,15.0,1504.0,45
7841,8205,08/2013,10018,299586,282222,513751,488454,86.0,133.0,11.0,1413.0,45
7846,8210,08/2013,10023,288371,272174,482363,455335,47.0,102.0,14.0,1281.0,45
7847,8211,08/2013,10024,263340,272894,444666,461960,69.0,106.0,19.0,1194.0,45
7848,8212,08/2013,10025,193279,197468,324650,332733,102.0,191.0,44.0,1035.0,45
7849,8213,08/2013,10026,36590,54171,63221,92013,106.0,188.0,43.0,694.0,45
7852,8216,08/2013,10029,93794,113064,155935,188253,109.0,294.0,64.0,788.0,45
7853,8217,08/2013,10030,3260,14819,5656,25284,61.0,141.0,36.0,548.0,45
7854,8218,08/2013,10031,12413,25941,20817,43736,84.0,242.0,47.0,547.0,45
7855,8219,08/2013,10032,7680,21425,13233,35891,97.0,159.0,29.0,486.0,45
7856,8220,08/2013,10033,3754,22985,6655,39281,95.0,172.0,27.0,448.0,45
7857,8221,08/2013,10034,710,9192,1209,15937,73.0,79.0,32.0,470.0,45
7858,8222,08/2013,10035,38686,69453,66141,116858,142.0,407.0,85.0,639.0,45
7861,8225,08/2013,10038,80856,85974,140062,145735,23.0,58.0,3.0,1031.0,45
7862,8226,08/2013,10039,1070,8127,1859,14091,71.0,120.0,34.0,553.0,45
7865,8229,08/2013,10065,378610,329113,629003,548679,49.0,85.0,12.0,1318.0,45
7866,8230,08/2013,10069,213053,192882,358015,325117,38.0,67.0,18.0,1405.0,45
7867,8231,08/2013,10075,159620,149743,271558,254138,22.0,22.0,2.0,1224.0,45
7869,8233,08/2013,10128,218244,212861,358338,353654,60.0,67.0,12.0,957.0,45
7870,8234,08/2013,10280,17210,20013,27796,32224,2.0,4.0,0.0,958.0,45
7873,8237,08/2013,10301,70,417,103,688,101.0,212.0,67.0,256.0,45
7874,8238,08/2013,10302,85,238,119,372,49.0,108.0,32.0,223.0,45
7875,8239,08/2013,10303,1125,18164,1615,32507,34.0,103.0,41.0,195.0,45
7876,8240,08/2013,10304,23,261,32,461,55.0,97.0,24.0,241.0,45
7877,8241,08/2013,10305,39,397,54,677,35.0,95.0,35.0,244.0,45
7878,8242,08/2013,10306,11,207,17,330,24.0,100.0,35.0,274.0,45
7879,8243,08/2013,10307,524,768,690,1030,12.0,43.0,6.0,265.0,45
7880,8244,08/2013,10308,27,127,46,241,36.0,65.0,19.0,273.0,45
7881,8245,08/2013,10309,25,106,36,189,13.0,60.0,18.0,233.0,45
7882,8246,08/2013,10310,69,294,94,477,37.0,100.0,27.0,248.0,45
7883,8247,08/2013,10312,13,147,25,267,34.0,58.0,11.0,246.0,45
7884,8248,08/2013,10314,8,286,9,539,50.0,133.0,30.0,242.0,45
7890,8254,08/2013,10456,159,1618,228,2895,131.0,294.0,65.0,218.0,45
7891,8255,08/2013,10457,143,1879,278,3388,146.0,321.0,76.0,190.0,45
7893,8257,08/2013,10459,116,1320,190,2336,131.0,257.0,67.0,200.0,45
7896,8260,08/2013,10462,308,3135,501,5526,116.0,243.0,50.0,142.0,45
7902,8266,08/2013,10470,280,2783,379,4601,50.0,96.0,12.0,207.0,45
7909,8273,08/2013,11004,45,370,50,669,8.0,13.0,8.0,418.0,45
7913,8277,08/2013,11101,18964,20567,30775,33993,27.0,77.0,9.0,498.0,45
7914,8278,08/2013,11102,17336,29470,28680,49899,52.0,117.0,23.0,427.0,45
7915,8279,08/2013,11103,12814,30752,21880,52519,75.0,132.0,25.0,420.0,45
7916,8280,08/2013,11104,19400,26772,32992,44664,53.0,95.0,23.0,401.0,45
7917,8281,08/2013,11105,4523,17389,7508,29611,32.0,47.0,25.0,393.0,45
7920,8284,08/2013,11201,66335,76014,112857,129199,105.0,250.0,50.0,827.0,45
7921,8285,08/2013,11203,164,2343,241,3928,126.0,169.0,44.0,243.0,45
7922,8286,08/2013,11204,127,1753,203,3041,55.0,74.0,30.0,398.0,45
7923,8287,08/2013,11205,8979,33269,15251,56021,97.0,139.0,28.0,465.0,45
7924,8288,08/2013,11206,9140,32080,15729,54796,186.0,324.0,67.0,327.0,45
7925,8289,08/2013,11207,220,2243,377,3849,288.0,384.0,100.0,246.0,45
7926,8290,08/2013,11208,241,2000,337,3386,248.0,328.0,63.0,231.0,45
7928,8292,08/2013,11210,363,2935,532,4923,102.0,185.0,33.0,335.0,45
7929,8293,08/2013,11211,102825,110606,178378,190596,142.0,222.0,32.0,699.0,45
7930,8294,08/2013,11212,187,1887,274,3139,214.0,333.0,102.0,247.0,45
7931,8295,08/2013,11213,870,7112,1342,12358,198.0,246.0,52.0,337.0,45
7932,8296,08/2013,11214,151,2033,244,3517,66.0,129.0,46.0,404.0,45
7933,8297,08/2013,11215,11158,37962,18753,63933,65.0,95.0,19.0,758.0,45
7934,8298,08/2013,11216,4147,21744,6826,36894,171.0,260.0,63.0,500.0,45
7935,8299,08/2013,11217,39570,54014,65188,91781,152.0,307.0,56.0,749.0,45
7937,8301,08/2013,11219,160,2697,279,4668,61.0,108.0,26.0,380.0,45
7939,8303,08/2013,11221,3103,18763,5114,32140,220.0,302.0,82.0,305.0,45
7940,8304,08/2013,11222,17695,42220,29680,71463,53.0,101.0,10.0,729.0,45
7941,8305,08/2013,11223,167,2299,250,4009,92.0,144.0,32.0,435.0,45
7942,8306,08/2013,11224,65,777,100,1443,105.0,152.0,23.0,352.0,45
7943,8307,08/2013,11225,2190,12168,3584,20997,104.0,240.0,49.0,391.0,45
7944,8308,08/2013,11226,827,7629,1337,13033,194.0,287.0,75.0,366.0,45
7945,8309,08/2013,11228,140,3092,226,5245,43.0,69.0,22.0,432.0,45
7948,8312,08/2013,11231,17681,24143,30503,40753,46.0,112.0,16.0,741.0,45
7949,8313,08/2013,11232,1032,5172,1716,8839,51.0,83.0,18.0,486.0,45
7950,8314,08/2013,11233,301,3209,444,5456,224.0,329.0,75.0,328.0,45
7951,8315,08/2013,11234,136,2123,195,3542,108.0,162.0,23.0,328.0,45
7952,8316,08/2013,11235,152,2626,277,4544,94.0,119.0,30.0,428.0,45
7954,8318,08/2013,11237,3048,21158,5170,36314,180.0,232.0,43.0,470.0,45
7955,8319,08/2013,11238,7968,31118,13527,52722,82.0,141.0,33.0,620.0,45
7957,8321,08/2013,11354,551,2731,861,4810,45.0,69.0,11.0,406.0,45
7958,8322,08/2013,11355,594,3264,939,5571,100.0,135.0,17.0,402.0,45
7959,8323,08/2013,11356,90,1128,112,1996,28.0,23.0,6.0,342.0,45
7960,8324,08/2013,11357,46,1375,65,2435,14.0,38.0,6.0,414.0,45
7961,8325,08/2013,11358,41,1199,64,2087,21.0,26.0,11.0,382.0,45
7963,8327,08/2013,11361,47,1069,84,1888,35.0,34.0,13.0,413.0,45
7964,8328,08/2013,11362,33,620,64,1081,16.0,18.0,3.0,417.0,45
7965,8329,08/2013,11363,62,769,96,1342,3.0,5.0,4.0,442.0,45
7966,8330,08/2013,11364,19,969,27,1736,15.0,24.0,4.0,422.0,45
7967,8331,08/2013,11365,54,1895,84,3314,26.0,23.0,7.0,393.0,45
7968,8332,08/2013,11366,65,1483,89,2469,24.0,29.0,5.0,405.0,45
7969,8333,08/2013,11367,333,3231,512,5596,37.0,83.0,15.0,355.0,45
7970,8334,08/2013,11368,2880,9224,5186,17210,97.0,199.0,33.0,371.0,45
7971,8335,08/2013,11369,51,914,84,1609,32.0,36.0,6.0,285.0,45
7973,8337,08/2013,11372,6795,21843,11497,38001,165.0,348.0,57.0,352.0,45
7975,8339,08/2013,11374,2284,9621,3812,16276,43.0,153.0,15.0,378.0,45
7976,8340,08/2013,11375,4533,11985,7284,20468,54.0,85.0,13.0,448.0,45
7977,8341,08/2013,11377,7116,14179,11941,24363,56.0,76.0,27.0,357.0,45
7978,8342,08/2013,11378,792,5295,1213,8937,48.0,103.0,24.0,336.0,45
7979,8343,08/2013,11379,193,3103,300,5383,33.0,65.0,10.0,354.0,45
7980,8344,08/2013,11385,148,2652,224,4553,48.0,85.0,21.0,309.0,45
7981,8345,08/2013,11411,58,975,101,1686,37.0,41.0,15.0,274.0,45
7982,8346,08/2013,11412,15,710,26,1219,68.0,78.0,20.0,241.0,45
7983,8347,08/2013,11413,67,1176,105,2060,58.0,94.0,15.0,254.0,45
7984,8348,08/2013,11414,150,936,227,1566,19.0,27.0,11.0,269.0,45
7985,8349,08/2013,11415,1874,5592,3330,9603,38.0,70.0,16.0,336.0,45
7986,8350,08/2013,11416,91,944,138,1710,50.0,67.0,18.0,262.0,45
7987,8351,08/2013,11417,174,1468,290,2634,35.0,53.0,9.0,286.0,45
7988,8352,08/2013,11418,172,1739,249,3003,38.0,93.0,20.0,278.0,45
7989,8353,08/2013,11419,165,1450,235,2567,86.0,132.0,37.0,267.0,45
7990,8354,08/2013,11420,76,942,141,1729,40.0,52.0,16.0,286.0,45
7991,8355,08/2013,11421,187,1982,319,3424,62.0,90.0,21.0,266.0,45
7992,8356,08/2013,11422,137,1766,227,3055,38.0,46.0,14.0,265.0,45
7993,8357,08/2013,11423,55,1278,95,2274,59.0,83.0,19.0,285.0,45
7994,8358,08/2013,11426,114,624,142,1067,18.0,16.0,7.0,333.0,45
7995,8359,08/2013,11427,44,643,66,1052,25.0,33.0,9.0,326.0,45
7996,8360,08/2013,11428,17,372,31,702,21.0,27.0,6.0,292.0,45
7997,8361,08/2013,11429,34,484,46,812,49.0,41.0,26.0,251.0,45
7999,8363,08/2013,11432,289,2720,501,4766,73.0,105.0,26.0,347.0,45
8000,8364,08/2013,11433,36,841,59,1517,112.0,167.0,45.0,255.0,45
8001,8365,08/2013,11434,122789,41908,220440,73743,74.0,100.0,25.0,260.0,45
8002,8366,08/2013,11435,1649,3441,2905,5940,96.0,169.0,35.0,276.0,45
8003,8367,08/2013,11436,2638,3616,4779,6379,80.0,77.0,21.0,273.0,45
8004,8368,08/2013,11691,78,533,125,893,120.0,162.0,34.0,245.0,45
8005,8369,08/2013,11692,49,332,77,585,64.0,113.0,26.0,227.0,45
8006,8370,08/2013,11694,37,350,52,622,26.0,33.0,7.0,319.0,45
8008,9282,09/2013,10001,611841,599221,1033141,1022870,111.0,321.0,16.0,1392.0,51
8009,9283,09/2013,10002,204437,183989,360489,323176,113.0,210.0,36.0,1057.0,51
8011,9285,09/2013,10004,85175,101825,150677,177611,13.0,22.0,3.0,1196.0,51
8012,9286,09/2013,10005,54302,63452,94317,108059,15.0,76.0,5.0,1037.0,51
8013,9287,09/2013,10006,48926,43869,87835,78409,3.0,9.0,4.0,1058.0,51
